id,title,authors,average_rating,isbn,language_code,num_pages,publication_date,category,publisher,image_url,,,
330,Girl with a Pearl Earring,Dr. Seuss,4.04,394800842,eng,64,9/12/1955,Encyclopedia,Random House Books for Young Readers,https://images.gr-assets.com/books/1327197580m/2865.jpg,,,
332,If I Stay,Debbie Raleigh,3.6,821778250,eng,256,6/7/2005,Guide,Zebra,https://images.gr-assets.com/books/1347462970m/4374400.jpg,,,
333,The Red Tent,Kevin Henkes,3.44,60733039,eng,147,2/15/2005,Health/fitness,Greenwillow Books,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,,,
337,The Sea of Monsters,Patrick Süskind,4.02,8432216062,spa,239,6/1/2002,History,Booket,https://images.gr-assets.com/books/1400602661m/28186.jpg,,,
348,Dear John,Robert A. Heinlein,4.01,345413997,eng,304,6/17/1997,Home and garden,Del Rey,https://images.gr-assets.com/books/1397749854m/5526.jpg,,,
350,City of Ashes,Robert A. Heinlein,3.92,441788386,eng,528,10/1/1991,Humor,Ace,https://images.gr-assets.com/books/1432730356m/1582996.jpg,,,
354,The Tragedy of Macbeth,Robert A. Heinlein,3.87,441748600,en-US,434,6/1/1988,Journal,Ace Books,https://images.gr-assets.com/books/1459795224m/8852.jpg,,,
355,The Two Towers,Robert A. Heinlein,3.78,345316509,en-US,439,10/12/1985,Math,Del Rey,https://images.gr-assets.com/books/1298415523m/15241.jpg,,,
356,Something Borrowed,Robert A. Heinlein,3.97,765314932,eng,256,8/8/2006,Memoir,Tor Books,https://images.gr-assets.com/books/1305063535m/42156.jpg,,,
357,Green Eggs and Ham,Douglas Adams,4.06,671742515,en-US,307,2/15/1991,Philosophy,Pocket Books,https://images.gr-assets.com/books/1468680100m/23772.jpg,,,
359,Charlie and the Chocolate Factory,Douglas Adams,3.93,345455290,eng,298,4/26/2005,Prayer,Del Rey,https://images.gr-assets.com/books/1309211401m/6310.jpg,,,
362,The Battle of the Labyrinth,Nick  Webb,4.14,345476514,eng,368,12/27/2005,"Religion, spirituality, and new age",Del Rey,https://images.gr-assets.com/books/1443142158m/2120932.jpg,,,
367,Great Expectations,Terry Jones,3.6,345368436,eng,256,10/27/1998,Textbook,Ballantine Books,https://images.gr-assets.com/books/1327920219m/2623.jpg,,,
377,The Return of the King,Douglas Adams/Christopher Cerf,3.93,1417622857,eng,336,7/1/2003,True crime,Turtleback Books,https://images.gr-assets.com/books/1389977161m/18512.jpg,,,
382,L’Étranger,Susan Nanus/Norton Juster,4.13,573650969,eng,72,1/12/2011,Review,Samuel French  Inc.,https://images.gr-assets.com/books/1349927872m/49552.jpg,,,
385,The Lost Hero,Harry G. Frankfurt,3.57,691122946,eng,67,1/30/2005,Science,Princeton University Press,https://images.gr-assets.com/books/1464201003m/7736182.jpg,,,
386,Eleanor & Park,Nick Flynn,3.78,393329402,eng,347,9/12/2005,Self help,W. W. Norton & Company,https://images.gr-assets.com/books/1341952742m/15745753.jpg,,,
394,A Feast for Crows,Garry Wills,4.14,671867423,en-US,317,6/12/1993,Sports and leisure,Simon & Schuster,https://images.gr-assets.com/books/1429538615m/13497.jpg,,,
397,Matched,Abraham Lincoln/Michael McCurdy,4.53,395883970,eng,32,2/2/1998,Travel,HMH Books for Young Readers,https://images.gr-assets.com/books/1367706191m/7735333.jpg,,,
399,American Gods,Don DeLillo,3.92,684848155,eng,827,7/9/1998,True crime,Scribner,https://images.gr-assets.com/books/1258417001m/4407.jpg,,,
400,The Stand,Don DeLillo,3.99,140156046,eng,480,5/1/1991,Action and adventure,Penguin,https://images.gr-assets.com/books/1213131305m/149267.jpg,,,
403,The Last Song,Don DeLillo,3.43,140119485,eng,377,7/6/1989,Alternate history,Penguin Books,https://images.gr-assets.com/books/1286549186m/6400090.jpg,,,
404,Digital Fortress,Don DeLillo,3.43,679722947,eng,256,7/17/1989,Anthology,Vintage Contemporaries,https://images.gr-assets.com/books/1360095966m/11125.jpg,,,
406,Emma,Don DeLillo,3.22,743244257,eng,224,4/6/2004,Chick lit,Scribner,https://images.gr-assets.com/books/1373627931m/6969.jpg,,,
407,Анна Каренина,Don DeLillo,3.48,140179178,eng,272,1/1/1994,Children's,Penguin Books,https://images.gr-assets.com/books/1352422904m/15823480.jpg,,,
408,A Clockwork Orange,Don DeLillo,3.64,679722955,eng,339,7/17/1989,Classic,Vintage,https://images.gr-assets.com/books/1348339306m/227463.jpg,,,
409,The Shack: Where Tragedy Confronts Eternity,Thomas Pynchon,4.13,159420120X,eng,1085,11/21/2006,Comic book,Penguin Press,https://images.gr-assets.com/books/1344270232m/1812457.jpg,,,
410,The Last Olympian,Thomas Pynchon,3.96,60930217,eng,547,7/5/2005,Coming-of-age,Harper Perennial Modern Classics,https://images.gr-assets.com/books/1327924597m/4502507.jpg,,,
411,It,Thomas Pynchon,3.69,60931671,eng,152,4/1/1999,Crime,Harper Perennial,https://images.gr-assets.com/books/1309376909m/18342.jpg,,,
412,Преступление и наказание,Thomas Pynchon,4.01,140283382,eng,784,1/1/2000,Drama,Penguin Books,https://images.gr-assets.com/books/1382846449m/7144.jpg,,,
413,The Bell Jar,Thomas Pynchon/Christophe Claro/Brice Matthieussent,4.07,312423209,eng,773,1/3/2004,Fairytale,Picador USA,https://images.gr-assets.com/books/1473890514m/6514.jpg,,,
414,Angela's Ashes: A Memoir,Thomas Pynchon,3.69,141180633,en-US,385,9/1/1997,Fantasy,Penguin Classics,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,,,
415,Siddhartha,Thomas Pynchon,4.01,143039946,eng,776,10/31/2006,Graphic novel,Penguin Books,https://images.gr-assets.com/books/1428715580m/52036.jpg,,,
416,In Cold Blood,Thomas Pynchon,3.5,316724432,eng,193,4/30/1985,Historical fiction,Back Bay Books,https://images.gr-assets.com/books/1424931136m/168642.jpg,,,
418,Beautiful Creatures,Richard Fariña/Thomas Pynchon,3.8,140189300,eng,352,8/29/1996,Horror,Penguin Classics,https://images.gr-assets.com/books/1327873282m/6304335.jpg,,,
420,Clockwork Angel,Joan Didion,3.89,140004314X,en-US,227,10/4/2005,Mystery,Knopf Publishing Group,https://images.gr-assets.com/books/1454962884m/7171637.jpg,,,
421,Matilda,Joan Didion,4.17,374522219,eng,222,10/1/1990,Paranormal romance,Farrar Straus Giroux,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,,,
422,The Night Circus,Joan Didion,3.8,679754865,eng,272,4/11/1995,Picture book,Vintage International,https://images.gr-assets.com/books/1387124618m/9361589.jpg,,,
423,The Other Boleyn Girl,Joan Didion,3.86,679752862,eng,240,9/14/2004,Poetry,Vintage,https://images.gr-assets.com/books/1355932638m/37470.jpg,,,
424,Uglies,Joan Didion,4.21,374521727,eng,238,10/1/1990,Political thriller,Farrar Straus Giroux,https://images.gr-assets.com/books/1443904172m/24770.jpg,,,
425,A Dance with Dragons,Joan Didion,3.81,679754857,en-US,234,4/25/1995,Romance,Vintage International,https://images.gr-assets.com/books/1327885335m/10664113.jpg,,,
426,The Lord of the Rings,Joan Didion/John Leonard,4.5,307264874,eng,1122,10/17/2006,Satire,Everyman's Library,https://images.gr-assets.com/books/1411114164m/33.jpg,,,
428,Wild: From Lost to Found on the Pacific Crest Trail ,Joan Didion/David Thomson,3.87,374529949,eng,231,11/15/2005,Science fiction,Farrar  Straus and Giroux,https://images.gr-assets.com/books/1453189881m/12262741.jpg,,,
431,Watchmen,Paul Auster/Art Spiegelman/Luc Sante,3.89,143039830,eng,308,3/28/2006,Short story,Penguin Classics,https://images.gr-assets.com/books/1442239711m/472331.jpg,,,
432,The Name of the Wind,Paul Auster,3.79,140097317,eng,203,4/7/1987,Suspense,Penguin Books,https://images.gr-assets.com/books/1472068073m/186074.jpg,,,
434,Outliers: The Story of Success,Paul Auster,3.64,014009735X,eng,96,7/7/1987,Thriller,Penguin Books,https://images.gr-assets.com/books/1344266315m/3228917.jpg,,,
435,"Moby Dick; or, The Whale",Paul Auster,3.89,940650762,eng,179,11/1/1986,Western,Sun and Moon Press,https://images.gr-assets.com/books/1327940656m/153747.jpg,,,
444,The Guernsey Literary and Potato Peel Pie Society,Peter Moon/Preston B. Nichols/Nina Helms,3.89,963188925,eng,256,1/1/1995,Young adult,Sky Books (NY),https://images.gr-assets.com/books/1351979318m/2728527.jpg,,,
446,Fight Club,Paul Auster,3.84,312426232,eng,306,10/17/2006,Art/architecture,Picador,https://images.gr-assets.com/books/1357128997m/5759.jpg,,,
447,Dead Until Dark,Paul Auster,3.94,140115854,eng,320,4/1/1990,Autobiography,Penguin Books,https://images.gr-assets.com/books/1468560853m/301082.jpg,,,
453,The Color Purple,Paul Auster,3.9,140154078,en-US,217,12/1/1991,Biography,Penguin Books,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,,,
454,Marley & Me: Life and Love with the World's Worst Dog,Paul Auster,3.23,805081453,eng,145,1/23/2007,Business/economics,Henry Holt & Company,https://images.gr-assets.com/books/1308858322m/12691.jpg,,,
456,Ten Little Niggers,Paul Auster,3.96,140178139,eng,275,9/1/1993,Crafts/hobbies,Penguin Books,https://images.gr-assets.com/books/1391120695m/16299.jpg,,,
463,The Lost Symbol,Paul Auster,3.77,811214982,eng,104,6/17/2002,Cookbook,New Directions,https://images.gr-assets.com/books/1358274396m/6411961.jpg,,,
466,"Hush, Hush",Paul Auster,4.38,2742741461,fre,1075,11/7/2002,Diary,Actes Sud,https://images.gr-assets.com/books/1358261334m/6339664.jpg,,,
475,Beautiful Disaster,Jared Diamond,3.93,143036556,eng,608,12/27/2005,Dictionary,Penguin Books Ltd. (London),https://images.gr-assets.com/books/1358259032m/11505797.jpg,,,
476,A Christmas Carol,Stephen Leeb/Glen C. Strathy,3.4,446579785,en-US,211,2/1/2006,Encyclopedia,Business Plus,https://images.gr-assets.com/books/1406512317m/5326.jpg,,,
477,Interview with the Vampire,Joseph A. Tainter,4.15,052138673X,eng,262,3/29/1990,Guide,Cambridge University Press,https://images.gr-assets.com/books/1380631642m/43763.jpg,,,
478,The Selection,Robert D. Putnam,3.8,743203046,eng,544,8/7/2001,Health/fitness,Simon  Schuster,https://images.gr-assets.com/books/1322103400m/10507293.jpg,,,
481,One for the Money,Philip K. Howard,3.91,034543871X,eng,272,1/29/2002,History,Ballantine Books,https://images.gr-assets.com/books/1316730230m/6853.jpg,,,
484,The Immortal Life of Henrietta Lacks,Joy Harjo/Gloria Bird/Beth Cuthand/Valerie Martinez/Patricia Blanco,4.39,393318281,eng,576,9/17/1998,Home and garden,W. W. Norton  Company,https://images.gr-assets.com/books/1327878144m/6493208.jpg,,,
493,The Silence of the Lambs,Nikola Tesla,4.01,1599869942,eng,88,5/17/2006,Humor,Filiquarian Publishing  LLC.,https://images.gr-assets.com/books/1390426249m/23807.jpg,,,
494,,Marc J.  Seifer/William H. Terbo,3.78,806519606,eng,542,2/1/2001,Journal,Citadel,https://images.gr-assets.com/books/1361098973m/345627.jpg,,,
497,Blink: The Power of Thinking Without Thinking,Carol Dommermuth-Costa,3.93,822549204,eng,144,10/1/1994,Math,Lerner Publications,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,,,
498,Atonement,Nikola Tesla/David Hatcher Childress,4.13,932813860,eng,100,12/1/2000,Memoir,Adventures Unlimited Press,https://images.gr-assets.com/books/1320449708m/6867.jpg,,,
511,Die Verwandlung,Julie Elizabeth Leto/Leslie Kelly/Kimberly Raye,3.77,373792689,eng,249,6/27/2006,Philosophy,Harlequin Blaze,https://images.gr-assets.com/books/1359061917m/485894.jpg,,,
515,The Titan's Curse,Dave Thomas/Chad Fowler/Andy Hunt,4.03,974514055,en-US,828,10/11/2004,Prayer,Pragmatic Bookshelf,https://images.gr-assets.com/books/1361038385m/561456.jpg,,,
523,,Maureen Kelly/CliffsNotes/William Golding,3.95,764585975,eng,112,6/13/2000,"Religion, spirituality, and new age",Cliffs Notes,https://images.gr-assets.com/books/1500930947m/9969571.jpg,,,
524,The Art of Racing in the Rain,William Golding,3.68,307281701,eng,6,10/11/2005,Textbook,Listening Library (Audio),https://images.gr-assets.com/books/1377206302m/3153910.jpg,,,
531,"The Devil in the White City: Murder, Magic, and Madness at the Fair that Changed America",Victor Davis Hanson,4.11,812969707,eng,397,9/12/2006,True crime,Random House,https://images.gr-assets.com/books/1312066724m/21996.jpg,,,
534,Bared to You,Ephraim Sevela/Antonina W. Bouis,4.14,60255080,eng,216,1/1/1989,Review,HarperCollins Publishers,https://images.gr-assets.com/books/1477803272m/13572249.jpg,,,
537,The Chronicles of Narnia,Alice Sebold,3.81,330485385,en-GB,328,6/1/2003,Science,Picador,https://images.gr-assets.com/books/1449868701m/11127.jpg,,,
538,Twilight: The Complete Illustrated Movie Companion,Alice Sebold,3.81,159413023X,en-US,532,4/1/2004,Self help,Large Print Press,https://images.gr-assets.com/books/1352539022m/3609760.jpg,,,
539,"A Child Called ""It"": One Child's Courage to Survive",Sharyn McCrumb,3.8,345360354,eng,224,5/13/1990,Sports and leisure,Ballantine Books,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,,,
565,The Bourne Identity,Dave Shea/Molly E. Holzschlag,3.98,321303474,en-US,296,2/17/2005,Travel,Peachpit Press,https://images.gr-assets.com/books/1335860740m/7869.jpg,,,
570,Artemis Fowl,Elizabeth Castro,3.8,321430840,en-US,456,8/1/2006,True crime,Peachpit Press,https://images.gr-assets.com/books/1327945104m/249747.jpg,,,
576,Fallen,Michael Ochs/Patrick Javault/Ulrike Wasel,3.85,3822840858,mul,575,5/15/2005,Action and adventure,Taschen,https://images.gr-assets.com/books/1440619649m/6487308.jpg,,,
597,East of Eden  ,Chuck Klosterman,3.81,743264460,eng,245,6/13/2006,Alternate history,Scribner,https://images.gr-assets.com/books/1441547516m/4406.jpg,,,
599,Dark Places,Chuck Klosterman,3.73,743236017,eng,272,7/2/2004,Anthology,Scribner,https://images.gr-assets.com/books/1354988288m/5886881.jpg,,,
619,The Client,Jane Feather,3.51,553572490,eng,419,5/2/1996,Chick lit,Bantam,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,,,
629,The Nanny Diaries,Robert M. Pirsig,3.77,60589469,eng,540,4/25/2006,Children's,HarperTorch,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,,,
639,Alice's Adventures in Wonderland,Kevin O'Malley/Carol Heyer/Scott Goto,4.08,802789471,eng,32,4/1/2005,Classic,Walker & Company,https://images.gr-assets.com/books/1327872220m/24213.jpg,,,
642,Persuasion,Ronald L. DiSanto/Thomas J. Steele,3.72,688060692,en-GB,408,11/19/1990,Comic book,William Morrow Paperbacks,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,,,
643,Elle s'appelait Sarah,John Harold Haynes,3.85,185960515X,eng,222,7/5/2002,Coming-of-age,Haynes Manuals N. America  Inc.,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,,,
650,The Gunslinger,Catharine M. Fishel/Bill Gardner,3.93,1592530877,eng,191,9/1/2004,Crime,Rockport Publishers,https://images.gr-assets.com/books/1375776480m/43615.jpg,,,
655,El amor en los tiempos del cólera,Leo Tolstoy/Hugh McLean,4.11,451528808,eng,304,4/1/2003,Drama,Signet Classics,https://images.gr-assets.com/books/1327124987m/9712.jpg,,,
656,Speak,Leo Tolstoy/Henry Gifford/Aylmer Maude/Louise Maude,4.11,192833987,eng,1392,6/25/1998,Fairytale,Oxford University Press,https://images.gr-assets.com/books/1310121762m/439288.jpg,,,
658,The Husband's Secret ,Leo Tolstoy/Constance Garnett,4.13,486451380,eng,352,9/8/2006,Fantasy,Dover Publications,https://images.gr-assets.com/books/1460577225m/17802724.jpg,,,
662,Into Thin Air: A Personal Account of the Mt. Everest Disaster,Ayn Rand/Leonard Peikoff,3.69,452011876,eng,1168,8/1/1999,Graphic novel,Plume,https://images.gr-assets.com/books/1463384482m/1898.jpg,,,
663,Carrie,Ayn Rand,3.68,451163087,eng,224,12/1/1963,Historical fiction,Signet Book,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,,,
664,Running with Scissors,Ayn Rand,3.87,452286751,en-US,752,4/26/2005,Horror,Dutton,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,,,
665,World War Z: An Oral History of the Zombie War,Ayn Rand/Nathaniel Branden,3.51,451163931,eng,176,11/1/1964,Mystery,Signet,https://images.gr-assets.com/books/1386328204m/8908.jpg,,,
667,Inferno,Ayn Rand,3.63,452281253,eng,105,12/1/1999,Paranormal romance,NAL,https://images.gr-assets.com/books/1397093185m/17212231.jpg,,,
668,Number the Stars,Ayn Rand/Leonard Peikoff,3.91,451187849,eng,464,1/1/1996,Picture book,Signet,https://images.gr-assets.com/books/1370917812m/47281.jpg,,,
669,Along Came a Spider,Ayn Rand/Nathaniel Branden/Alan Greenspan/Robert Hessen,3.88,451147952,eng,340,7/15/1986,Poetry,Signet,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,,,
670,Misery,Ayn Rand/Michael S. Berliner/Leonard Peikoff,3.96,452274044,eng,681,2/1/1997,Political thriller,NAL,https://images.gr-assets.com/books/1270545451m/10614.jpg,,,
672,Sharp Objects,J.J. Isler/Peter Isler,3.95,471791431,eng,416,6/1/2006,Romance,For Dummies,https://images.gr-assets.com/books/1423241485m/66559.jpg,,,
675,Bridge to Terabithia,Colin  Wells,3.88,553803816,eng,368,7/25/2006,Satire,Delacorte Press,https://images.gr-assets.com/books/1327880087m/2839.jpg,,,
676,Marked,Billy Collins,4.23,375755195,eng,192,9/17/2002,Science fiction,Random House Trade Paperbacks,https://images.gr-assets.com/books/1317067002m/30183.jpg,,,
678,The 7 Habits of Highly Effective People,Christopher Caswell,3.62,1592283195,eng,286,4/1/2004,Short story,Lyons Press,https://images.gr-assets.com/books/1421842784m/36072.jpg,,,
681,A Midsummer Night's Dream,Kevin Trudeau,3.09,975599518,en-US,571,1/1/2004,Suspense,Alliance Publishing,https://images.gr-assets.com/books/1327874534m/1622.jpg,,,
685,Extremely Loud and Incredibly Close,Bernard Malamud/Kevin Baker,3.63,374502005,eng,231,7/7/2003,Thriller,Farrar Straus Giroux,https://images.gr-assets.com/books/1327879967m/4588.jpg,,,
698,Wonder,Anne Tyler,3.55,307263940,eng,277,5/2/2006,Western,Alfred A. Knopf,https://images.gr-assets.com/books/1309285027m/11387515.jpg,,,
700,The Cat in the Hat,Gary Colombo/Bonnie Lisle,3.77,312405545,eng,826,1/21/2004,Young adult,Bedford Books,https://images.gr-assets.com/books/1468890477m/233093.jpg,,,
702,Cinder,Thomas E. Skidmore/Peter H. Smith,3.59,019517013X,en-US,528,10/7/2004,Art/architecture,Oxford University Press  USA,https://images.gr-assets.com/books/1470056948m/11235712.jpg,,,
703,The Cuckoo's Calling,Philip Roth,3.77,1400079497,eng,391,9/27/2005,Autobiography,Vintage International,https://images.gr-assets.com/books/1358716559m/16160797.jpg,,,
707,Shiver,Jon   Stewart,3.59,688171621,en-GB,164,9/22/1999,Biography,Dey Street Books,https://images.gr-assets.com/books/1409283154m/6068551.jpg,,,
759,Atlas Shrugged,Gabriel García Márquez/Gregory Rabassa/J.S. Bernstein,4.19,60932686,eng,352,5/13/2008,Business/economics,Harper Perennial Modern Classics,https://images.gr-assets.com/books/1405868167m/662.jpg,,,
762,Three Cups of Tea ,Gabriel García Márquez,3.97,1400034957,spa,118,10/14/2003,Crafts/hobbies,Vintage Espanol,https://images.gr-assets.com/books/1395407074m/49436.jpg,,,
763,,Gabriel García Márquez,4.07,307350428,spa,496,2/7/2006,Cookbook,Plaza y Janes,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,,,
764,La sombra del viento,Gabriel García Márquez,3.98,307350444,spa,176,2/7/2006,Diary,Plaza y Janes,https://images.gr-assets.com/books/1344545047m/1232.jpg,,,
765,The Scorch Trials,Gabriel García Márquez/Edith Grossman,3.99,140003454X,eng,533,10/12/2004,Dictionary,Vintage,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,,,
